composite_ID,UID,test,TSVR_hours,domain,theta,Segment,Days_within
A012_4,A012,4,166.87,where,-0.05091673,Late,4.399583333333333
A013_1,A013,1,1.0,where,-0.06935392,Early,0.041666666666666664
A013_2,A013,2,24.77,where,0.11031294,Early,1.0320833333333332
A013_3,A013,3,79.66,where,-0.015666157,Late,0.7658333333333331
A013_4,A013,4,147.13,where,-0.51237524,Late,3.577083333333333
A014_1,A014,1,1.0,where,1.1938088,Early,0.041666666666666664
A014_2,A014,2,25.66,where,1.0605385,Early,1.0691666666666666
A014_3,A014,3,70.56,where,-0.13487206,Late,0.3866666666666667
A014_4,A014,4,148.87,where,-0.3143708,Late,3.6495833333333336
A015_1,A015,1,1.0,where,1.871848,Early,0.041666666666666664
A015_2,A015,2,23.69,where,1.3540065,Early,0.9870833333333334
A015_3,A015,3,70.59,where,1.5743238,Late,0.38791666666666674
A015_4,A015,4,146.54,where,0.88046324,Late,3.5524999999999998
A016_1,A016,1,1.0,where,1.0574088,Early,0.041666666666666664
A016_2,A016,2,32.85,where,1.1180912,Early,1.3687500000000001
A016_3,A016,3,80.64,where,0.31218228,Late,0.8066666666666666
A016_4,A016,4,150.8,where,-0.9419583,Late,3.7300000000000004
A017_1,A017,1,1.0,where,-0.35833478,Early,0.041666666666666664
A017_2,A017,2,20.61,where,0.4098202,Early,0.85875
A017_3,A017,3,61.28,where,-0.18396404,Late,0.0
A017_4,A017,4,140.49,where,0.80646557,Late,3.300416666666667
A018_1,A018,1,1.0,where,0.8446052,Early,0.041666666666666664
A018_2,A018,2,34.03,where,0.35560948,Early,1.4179166666666667
A018_3,A018,3,83.64,where,-0.21481699,Late,0.9316666666666666
A018_4,A018,4,150.87,where,-0.30345953,Late,3.7329166666666667
A019_1,A019,1,1.0,where,-0.25665104,Early,0.041666666666666664
A019_2,A019,2,28.69,where,-1.4401103,Early,1.1954166666666668
A019_3,A019,3,83.68,where,-1.5812134,Late,0.9333333333333336
A019_4,A019,4,154.76,where,-2.0940325,Late,3.8949999999999996
A020_1,A020,1,1.0,where,0.026495129,Early,0.041666666666666664
A020_2,A020,2,26.85,where,-0.4463728,Early,1.1187500000000001
A020_3,A020,3,78.25,where,-0.9093222,Late,0.7070833333333333
A020_4,A020,4,145.78,where,-1.9544748,Late,3.5208333333333335
A021_1,A021,1,1.0,where,1.0475988,Early,0.041666666666666664
A021_2,A021,2,30.21,where,0.33709085,Early,1.25875
A021_3,A021,3,74.19,where,0.57939214,Late,0.5379166666666665
A021_4,A021,4,140.39,where,0.6825515,Late,3.2962499999999992
A022_1,A022,1,1.0,where,-0.9660846,Early,0.041666666666666664
A022_2,A022,2,24.15,where,0.7667022,Early,1.0062499999999999
A022_3,A022,3,74.46,where,0.11602895,Late,0.5491666666666664
A022_4,A022,4,141.71,where,-0.43532908,Late,3.3512500000000003
A023_1,A023,1,1.0,where,0.5681441,Early,0.041666666666666664
A023_2,A023,2,25.63,where,-1.0816084,Early,1.0679166666666666
A023_3,A023,3,72.2,where,-0.2495674,Late,0.45500000000000007
A023_4,A023,4,145.07,where,-0.09500995,Late,3.4912499999999995
A024_1,A024,1,1.0,where,0.13066724,Early,0.041666666666666664
A024_2,A024,2,29.57,where,-0.2182319,Early,1.2320833333333334
A024_3,A024,3,91.47,where,0.27710629,Late,1.2579166666666666
A024_4,A024,4,145.65,where,-1.1816889,Late,3.515416666666667
A025_1,A025,1,1.0,where,1.0210884,Early,0.041666666666666664
A025_2,A025,2,23.33,where,1.6360409,Early,0.9720833333333333
A025_3,A025,3,72.94,where,-0.4321879,Late,0.4858333333333332
A025_4,A025,4,137.74,where,-0.8731921,Late,3.1858333333333335
A026_1,A026,1,1.0,where,1.6231289,Early,0.041666666666666664
A026_2,A026,2,26.48,where,0.16597158,Early,1.1033333333333333
A026_3,A026,3,75.46,where,1.0457319,Late,0.590833333333333
A026_4,A026,4,147.65,where,-0.34197646,Late,3.5987500000000003
A027_1,A027,1,1.0,where,1.4078006,Early,0.041666666666666664
A027_2,A027,2,28.26,where,-0.26698202,Early,1.1775
A027_3,A027,3,74.58,where,-0.18420398,Late,0.5541666666666666
A027_4,A027,4,145.92,where,-0.24465615,Late,3.526666666666666
A028_1,A028,1,1.0,where,1.7221895,Early,0.041666666666666664
A028_2,A028,2,22.82,where,-0.43131578,Early,0.9508333333333333
A028_3,A028,3,72.26,where,0.32524812,Late,0.4575000000000002
A028_4,A028,4,138.91,where,-1.0402749,Late,3.234583333333333
A029_1,A029,1,1.0,where,1.925294,Early,0.041666666666666664
A029_2,A029,2,28.43,where,-0.48798567,Early,1.1845833333333333
A029_3,A029,3,93.26,where,2.0353284,Late,1.3325000000000002
A029_4,A029,4,143.14,where,1.4807458,Late,3.4108333333333327
A030_1,A030,1,1.0,where,-0.14667314,Early,0.041666666666666664
A030_2,A030,2,32.95,where,1.0972707,Early,1.3729166666666668
A030_3,A030,3,71.93,where,0.17185539,Late,0.44375000000000026
A030_4,A030,4,150.46,where,0.49697822,Late,3.7158333333333338
A031_1,A031,1,1.0,where,2.1524055,Early,0.041666666666666664
A031_2,A031,2,32.41,where,-0.021073148,Early,1.3504166666666666
A031_3,A031,3,71.56,where,0.9137788,Late,0.4283333333333334
A031_4,A031,4,143.85,where,-0.7359735,Late,3.4404166666666662
A032_1,A032,1,1.0,where,1.0441829,Early,0.041666666666666664
A032_2,A032,2,57.18,where,-0.17543735,Early,2.3825
A032_3,A032,3,80.16,where,0.1452353,Late,0.7866666666666665
A032_4,A032,4,144.51,where,1.5451232,Late,3.467916666666666
A033_1,A033,1,1.0,where,0.38115287,Early,0.041666666666666664
A033_2,A033,2,29.16,where,0.35369742,Early,1.215
A033_3,A033,3,72.6,where,0.9291872,Late,0.4716666666666664
A033_4,A033,4,168.33,where,-1.0287681,Late,4.460416666666667
A034_1,A034,1,1.0,where,1.5271558,Early,0.041666666666666664
A034_2,A034,2,26.08,where,1.2506855,Early,1.0866666666666667
A034_3,A034,3,74.28,where,0.09487623,Late,0.5416666666666666
A034_4,A034,4,145.38,where,0.061613694,Late,3.5041666666666664
A035_1,A035,1,1.0,where,-0.09766142,Early,0.041666666666666664
A035_2,A035,2,44.76,where,0.7227323,Early,1.865
A035_3,A035,3,79.98,where,-0.4372859,Late,0.7791666666666668
A035_4,A035,4,152.47,where,-0.64561677,Late,3.799583333333333
A036_1,A036,1,1.0,where,0.8122661,Early,0.041666666666666664
A036_2,A036,2,21.63,where,0.12347311,Early,0.90125
A036_3,A036,3,71.47,where,0.098612726,Late,0.42458333333333326
A036_4,A036,4,143.85,where,-1.3955629,Late,3.4404166666666662
A037_1,A037,1,1.0,where,1.1593692,Early,0.041666666666666664
A037_2,A037,2,23.7,where,0.79206467,Early,0.9874999999999999
A037_3,A037,3,72.08,where,0.11866489,Late,0.4499999999999999
A037_4,A037,4,143.66,where,-0.4597231,Late,3.4324999999999997
A038_1,A038,1,1.0,where,1.4190161,Early,0.041666666666666664
A038_2,A038,2,71.85,where,-0.15336147,Early,2.99375
A038_3,A038,3,72.86,where,1.770944,Late,0.48249999999999993
A038_4,A038,4,152.89,where,0.5455453,Late,3.8170833333333327
A039_1,A039,1,1.0,where,2.558724,Early,0.041666666666666664
A039_2,A039,2,28.65,where,1.8370912,Early,1.1937499999999999
A039_3,A039,3,98.84,where,0.9577352,Late,1.5650000000000002
A039_4,A039,4,246.24,where,1.0778656,Late,7.706666666666667
A040_1,A040,1,1.0,where,-0.749122,Early,0.041666666666666664
A040_2,A040,2,26.26,where,-0.5312669,Early,1.0941666666666667
A040_3,A040,3,71.28,where,-1.6315343,Late,0.4166666666666667
A040_4,A040,4,143.53,where,-1.3779203,Late,3.4270833333333335
A041_1,A041,1,1.0,where,1.2806756,Early,0.041666666666666664
A041_2,A041,2,31.78,where,-1.265441,Early,1.3241666666666667
A041_3,A041,3,75.74,where,0.50099325,Late,0.6024999999999997
A041_4,A041,4,141.84,where,0.38967735,Late,3.356666666666667
A042_1,A042,1,1.0,where,-1.2989585,Early,0.041666666666666664
A042_2,A042,2,28.93,where,-0.9318676,Early,1.2054166666666666
A042_3,A042,3,72.17,where,-0.31243291,Late,0.45375000000000004
A042_4,A042,4,146.02,where,-1.0150552,Late,3.5308333333333337
A043_1,A043,1,1.0,where,1.2342585,Early,0.041666666666666664
A043_2,A043,2,25.62,where,0.369325,Early,1.0675000000000001
A043_3,A043,3,64.94,where,0.30332214,Late,0.15249999999999986
A043_4,A043,4,149.33,where,-0.30678234,Late,3.6687500000000006
A044_1,A044,1,1.0,where,-0.73938763,Early,0.041666666666666664
A044_2,A044,2,47.66,where,-0.8737124,Early,1.9858333333333331
A044_3,A044,3,91.63,where,-1.0859921,Late,1.2645833333333332
A044_4,A044,4,155.27,where,-2.035268,Late,3.9162500000000002
A045_1,A045,1,1.0,where,-0.59602195,Early,0.041666666666666664
A045_2,A045,2,24.66,where,-1.2729188,Early,1.0275
A045_3,A045,3,72.23,where,-1.359095,Late,0.4562500000000001
A045_4,A045,4,151.52,where,-1.5221337,Late,3.7600000000000002
A046_1,A046,1,1.0,where,-0.70371497,Early,0.041666666666666664
A046_2,A046,2,24.32,where,-0.88969344,Early,1.0133333333333334
A046_3,A046,3,73.05,where,-1.2980633,Late,0.4904166666666665
A046_4,A046,4,147.94,where,-0.23621434,Late,3.6108333333333333
A047_1,A047,1,1.0,where,0.07504839,Early,0.041666666666666664
A047_2,A047,2,23.46,where,-0.56336576,Early,0.9775
A047_3,A047,3,76.85,where,-1.0528196,Late,0.6487499999999997
A047_4,A047,4,144.22,where,-1.935511,Late,3.455833333333333
A048_1,A048,1,1.0,where,0.60838926,Early,0.041666666666666664
A048_2,A048,2,23.91,where,0.31294972,Early,0.99625
A048_3,A048,3,81.15,where,-0.16083549,Late,0.8279166666666669
A048_4,A048,4,146.3,where,0.031205073,Late,3.5425000000000004
A049_1,A049,1,1.0,where,2.0139418,Early,0.041666666666666664
A049_2,A049,2,27.12,where,0.13281882,Early,1.1300000000000001
A049_3,A049,3,111.38,where,-0.056878597,Late,2.0875
A049_4,A049,4,168.86,where,0.27227408,Late,4.482500000000001
A050_1,A050,1,1.0,where,-0.78678703,Early,0.041666666666666664
A050_2,A050,2,24.73,where,-0.31011888,Early,1.0304166666666668
A050_3,A050,3,93.39,where,-0.35521504,Late,1.3379166666666666
A050_4,A050,4,148.69,where,-1.0772818,Late,3.6420833333333333
A051_1,A051,1,1.0,where,1.6261666,Early,0.041666666666666664
A051_2,A051,2,17.16,where,-0.16066734,Early,0.715
A051_3,A051,3,65.63,where,-0.2890098,Late,0.18124999999999977
A051_4,A051,4,146.99,where,-0.8638576,Late,3.5712500000000005
A052_1,A052,1,1.0,where,-0.35828274,Early,0.041666666666666664
A052_2,A052,2,31.76,where,-0.07249533,Early,1.3233333333333335
A052_3,A052,3,80.98,where,-0.5225982,Late,0.8208333333333334
A052_4,A052,4,153.27,where,-0.63226074,Late,3.832916666666667
A053_1,A053,1,1.0,where,1.2844814,Early,0.041666666666666664
A053_2,A053,2,32.71,where,2.0813632,Early,1.3629166666666668
A053_3,A053,3,78.28,where,-0.3928151,Late,0.7083333333333334
A053_4,A053,4,148.9,where,-0.13262434,Late,3.6508333333333334
A054_1,A054,1,1.0,where,0.5600549,Early,0.041666666666666664
A054_2,A054,2,16.9,where,1.2240267,Early,0.7041666666666666
A054_3,A054,3,72.83,where,0.25207675,Late,0.4812499999999999
A054_4,A054,4,136.83,where,0.7968907,Late,3.147916666666667
A055_1,A055,1,1.0,where,0.6365883,Early,0.041666666666666664
A055_2,A055,2,23.24,where,1.9419086,Early,0.9683333333333333
A055_3,A055,3,74.48,where,-0.32275516,Late,0.5500000000000002
A055_4,A055,4,149.21,where,-1.0369473,Late,3.6637500000000003
A056_1,A056,1,1.0,where,-0.021587789,Early,0.041666666666666664
A056_2,A056,2,33.61,where,0.5970689,Early,1.4004166666666666
A056_3,A056,3,71.46,where,-0.5315263,Late,0.42416666666666636
A056_4,A056,4,147.84,where,-0.97336733,Late,3.606666666666667
A057_1,A057,1,1.0,where,0.20989877,Early,0.041666666666666664
A057_2,A057,2,24.78,where,-0.99481916,Early,1.0325
A057_3,A057,3,73.83,where,-0.7074677,Late,0.5229166666666666
A057_4,A057,4,145.06,where,-0.9100708,Late,3.4908333333333332
A058_1,A058,1,1.0,where,1.400895,Early,0.041666666666666664
A058_2,A058,2,22.96,where,-1.0485694,Early,0.9566666666666667
A058_3,A058,3,66.28,where,0.7000328,Late,0.20833333333333334
A058_4,A058,4,143.48,where,-1.2446843,Late,3.4249999999999994
A059_1,A059,1,1.0,where,0.89457256,Early,0.041666666666666664
A059_2,A059,2,30.4,where,0.40554827,Early,1.2666666666666666
A059_3,A059,3,79.78,where,1.5161453,Late,0.7708333333333334
A059_4,A059,4,151.93,where,-0.04035777,Late,3.7770833333333336
A060_1,A060,1,1.0,where,0.66181314,Early,0.041666666666666664
A060_2,A060,2,24.87,where,1.3888314,Early,1.0362500000000001
A060_3,A060,3,94.68,where,0.15643936,Late,1.3916666666666668
A060_4,A060,4,143.91,where,0.30924398,Late,3.4429166666666666
A061_1,A061,1,1.0,where,2.588031,Early,0.041666666666666664
A061_2,A061,2,35.16,where,0.8732451,Early,1.4649999999999999
A061_3,A061,3,82.55,where,0.99357945,Late,0.8862499999999999
A061_4,A061,4,146.56,where,0.23092428,Late,3.5533333333333332
A062_1,A062,1,1.0,where,1.825913,Early,0.041666666666666664
A062_2,A062,2,44.69,where,-0.09313707,Early,1.8620833333333333
A062_3,A062,3,92.72,where,0.08148956,Late,1.3099999999999998
A062_4,A062,4,149.18,where,-1.3092536,Late,3.6625
A063_1,A063,1,1.0,where,0.7916343,Early,0.041666666666666664
A063_2,A063,2,21.98,where,0.95876235,Early,0.9158333333333334
A063_3,A063,3,69.99,where,0.2802336,Late,0.3629166666666664
A063_4,A063,4,141.09,where,-0.9071003,Late,3.325416666666667
A064_1,A064,1,1.0,where,0.6627424,Early,0.041666666666666664
A064_2,A064,2,37.65,where,1.165315,Early,1.5687499999999999
A064_3,A064,3,82.99,where,-0.3672156,Late,0.9045833333333331
A064_4,A064,4,156.21,where,-0.61255026,Late,3.955416666666667
A065_1,A065,1,1.0,where,-2.16341,Early,0.041666666666666664
A065_2,A065,2,32.31,where,-0.39986128,Early,1.3462500000000002
A065_3,A065,3,106.41,where,-1.60074,Late,1.8804166666666664
A065_4,A065,4,187.43,where,-1.0814221,Late,5.2562500000000005
A066_1,A066,1,1.0,where,0.11202854,Early,0.041666666666666664
A066_2,A066,2,23.35,where,-0.9675293,Early,0.9729166666666668
A066_3,A066,3,73.79,where,-1.3826702,Late,0.5212500000000002
A066_4,A066,4,164.93,where,-1.0125599,Late,4.3187500000000005
A067_1,A067,1,1.0,where,0.69119376,Early,0.041666666666666664
A067_2,A067,2,29.91,where,-1.534143,Early,1.24625
A067_3,A067,3,73.19,where,-1.695598,Late,0.49624999999999986
A067_4,A067,4,144.19,where,-1.4881512,Late,3.4545833333333333
A068_1,A068,1,1.0,where,2.1732867,Early,0.041666666666666664
A068_2,A068,2,30.49,where,-0.9517231,Early,1.2704166666666665
A068_3,A068,3,82.98,where,0.478627,Late,0.9041666666666668
A068_4,A068,4,155.59,where,0.058003783,Late,3.9295833333333334
A069_1,A069,1,1.0,where,-0.8893989,Early,0.041666666666666664
A069_2,A069,2,24.96,where,-2.2953248,Early,1.04
A069_3,A069,3,79.75,where,-0.62961805,Late,0.7695833333333333
A069_4,A069,4,140.22,where,-2.0459962,Late,3.2891666666666666
A070_1,A070,1,1.0,where,0.18101504,Early,0.041666666666666664
A070_2,A070,2,24.25,where,-0.38829654,Early,1.0104166666666667
A070_3,A070,3,81.92,where,-0.6545274,Late,0.86
A070_4,A070,4,149.2,where,-1.4040349,Late,3.6633333333333327
A071_1,A071,1,1.0,where,1.1394198,Early,0.041666666666666664
A071_2,A071,2,30.92,where,0.5778234,Early,1.2883333333333333
A071_3,A071,3,79.96,where,-0.9164891,Late,0.778333333333333
A071_4,A071,4,153.27,where,0.15093814,Late,3.832916666666667
A072_1,A072,1,1.0,where,1.739566,Early,0.041666666666666664
A072_2,A072,2,33.76,where,0.34603143,Early,1.4066666666666665
A072_3,A072,3,83.54,where,-0.41339195,Late,0.9275000000000002
A072_4,A072,4,154.89,where,-0.5515506,Late,3.900416666666666
A073_1,A073,1,1.0,where,1.2195945,Early,0.041666666666666664
A073_2,A073,2,66.66,where,0.013522953,Early,2.7775
A073_3,A073,3,66.9,where,-0.67852896,Late,0.23416666666666686
A073_4,A073,4,140.12,where,0.9796768,Late,3.285
A074_1,A074,1,1.0,where,1.090521,Early,0.041666666666666664
A074_2,A074,2,29.33,where,-0.038968593,Early,1.2220833333333332
A074_3,A074,3,73.02,where,-0.23851094,Late,0.48916666666666647
A074_4,A074,4,147.21,where,-1.0898275,Late,3.580416666666667
A075_1,A075,1,1.0,where,1.1956419,Early,0.041666666666666664
A075_2,A075,2,28.68,where,1.0715714,Early,1.195
A075_3,A075,3,71.37,where,-1.8319539,Late,0.4204166666666668
A075_4,A075,4,244.53,where,-0.68453777,Late,7.635416666666667
A076_1,A076,1,1.0,where,-0.19223292,Early,0.041666666666666664
A076_2,A076,2,27.3,where,-0.5732174,Early,1.1375
A076_3,A076,3,74.88,where,-0.43709287,Late,0.5666666666666664
A076_4,A076,4,149.28,where,-1.9890585,Late,3.6666666666666665
A077_1,A077,1,1.0,where,0.8003557,Early,0.041666666666666664
A077_2,A077,2,53.88,where,-0.5395257,Early,2.245
A077_3,A077,3,78.36,where,0.1518695,Late,0.7116666666666666
A077_4,A077,4,149.75,where,0.04212922,Late,3.68625
A078_1,A078,1,1.0,where,0.44903633,Early,0.041666666666666664
A078_2,A078,2,26.17,where,0.89398086,Early,1.0904166666666668
A078_3,A078,3,72.3,where,-0.9439394,Late,0.4591666666666665
A078_4,A078,4,140.08,where,-1.7844479,Late,3.2833333333333337
A079_1,A079,1,1.0,where,1.3091109,Early,0.041666666666666664
A079_2,A079,2,26.11,where,-0.6575438,Early,1.0879166666666666
A079_3,A079,3,74.0,where,-0.76469785,Late,0.5299999999999999
A079_4,A079,4,194.42,where,-0.8371746,Late,5.547499999999999
A080_1,A080,1,1.0,where,0.27415147,Early,0.041666666666666664
A080_2,A080,2,29.03,where,0.23962815,Early,1.2095833333333335
A080_3,A080,3,72.87,where,0.5051993,Late,0.4829166666666668
A080_4,A080,4,145.77,where,-1.0252128,Late,3.520416666666667
A081_1,A081,1,1.0,where,0.386622,Early,0.041666666666666664
A081_2,A081,2,31.39,where,0.009164602,Early,1.3079166666666666
A081_3,A081,3,80.13,where,1.4669673,Late,0.7854166666666664
A081_4,A081,4,154.53,where,0.3600972,Late,3.8854166666666665
A082_1,A082,1,1.0,where,0.73493713,Early,0.041666666666666664
A082_2,A082,2,27.97,where,0.9922631,Early,1.1654166666666665
A082_3,A082,3,75.71,where,0.469038,Late,0.6012499999999997
A082_4,A082,4,170.25,where,0.08232457,Late,4.540416666666666
A083_1,A083,1,1.0,where,1.4440775,Early,0.041666666666666664
A083_2,A083,2,25.15,where,0.8672297,Early,1.0479166666666666
A083_3,A083,3,74.3,where,0.88355005,Late,0.5424999999999999
A083_4,A083,4,144.91,where,0.21264887,Late,3.484583333333333
A084_1,A084,1,1.0,where,0.3872661,Early,0.041666666666666664
A084_2,A084,2,27.25,where,-0.79294294,Early,1.1354166666666667
A084_3,A084,3,91.97,where,1.0147405,Late,1.2787499999999998
A084_4,A084,4,162.51,where,0.022365049,Late,4.2179166666666665
A085_1,A085,1,1.0,where,0.2178391,Early,0.041666666666666664
A085_2,A085,2,24.51,where,1.0107661,Early,1.02125
A085_3,A085,3,71.4,where,0.1166961,Late,0.42166666666666686
A085_4,A085,4,170.65,where,0.4333349,Late,4.557083333333334
A086_1,A086,1,1.0,where,1.3588759,Early,0.041666666666666664
A086_2,A086,2,23.47,where,-0.3080349,Early,0.9779166666666667
A086_3,A086,3,145.29,where,-0.6760331,Late,3.5004166666666663
A086_4,A086,4,169.55,where,-1.5051757,Late,4.51125
A087_1,A087,1,1.0,where,0.86361945,Early,0.041666666666666664
A087_2,A087,2,31.07,where,1.6372463,Early,1.2945833333333334
A087_3,A087,3,72.8,where,0.024548411,Late,0.4799999999999998
A087_4,A087,4,144.2,where,0.34177315,Late,3.4549999999999996
A088_1,A088,1,1.0,where,2.3167355,Early,0.041666666666666664
A088_2,A088,2,24.25,where,1.8791363,Early,1.0104166666666667
A088_3,A088,3,74.91,where,0.58536327,Late,0.5679166666666665
A088_4,A088,4,149.93,where,1.5864966,Late,3.69375
A089_1,A089,1,1.0,where,1.6023842,Early,0.041666666666666664
A089_2,A089,2,32.14,where,0.8172744,Early,1.3391666666666666
A089_3,A089,3,79.34,where,0.6717867,Late,0.7525000000000001
A089_4,A089,4,146.96,where,0.555042,Late,3.5700000000000003
A090_1,A090,1,1.0,where,0.18180594,Early,0.041666666666666664
A090_2,A090,2,23.54,where,0.12388109,Early,0.9808333333333333
A090_3,A090,3,95.42,where,-0.74402153,Late,1.4225
A090_4,A090,4,144.07,where,-1.1831776,Late,3.449583333333333
A091_1,A091,1,1.0,where,1.1672404,Early,0.041666666666666664
A091_2,A091,2,22.2,where,0.20803699,Early,0.9249999999999999
A091_3,A091,3,73.64,where,-0.35452706,Late,0.515
A091_4,A091,4,142.61,where,-0.9634732,Late,3.3887500000000004
A092_1,A092,1,1.0,where,-0.0022106022,Early,0.041666666666666664
A092_2,A092,2,22.83,where,-1.0598465,Early,0.9512499999999999
A092_3,A092,3,71.31,where,0.13335863,Late,0.4179166666666667
A092_4,A092,4,146.16,where,-1.3791746,Late,3.5366666666666666
A093_1,A093,1,1.0,where,0.21078426,Early,0.041666666666666664
A093_2,A093,2,22.09,where,0.27758065,Early,0.9204166666666667
A093_3,A093,3,70.22,where,0.63913536,Late,0.3724999999999999
A093_4,A093,4,140.95,where,0.4802683,Late,3.3195833333333327
A094_1,A094,1,1.0,where,-0.953182,Early,0.041666666666666664
A094_2,A094,2,22.98,where,0.521601,Early,0.9575
A094_3,A094,3,76.21,where,-0.6864022,Late,0.622083333333333
A094_4,A094,4,149.99,where,-1.4554489,Late,3.6962500000000005
A095_1,A095,1,1.0,where,1.6588396,Early,0.041666666666666664
A095_2,A095,2,29.71,where,-0.9494278,Early,1.2379166666666668
A095_3,A095,3,78.76,where,-0.7654387,Late,0.7283333333333335
A095_4,A095,4,148.79,where,-1.9066852,Late,3.6462499999999998
A096_1,A096,1,1.0,where,-0.30937952,Early,0.041666666666666664
A096_2,A096,2,24.49,where,-0.25354266,Early,1.0204166666666665
A096_3,A096,3,71.19,where,-2.1841712,Late,0.41291666666666654
A096_4,A096,4,143.66,where,-1.5901734,Late,3.4324999999999997
A097_1,A097,1,1.0,where,0.101035684,Early,0.041666666666666664
A097_2,A097,2,24.37,where,-0.1542688,Early,1.0154166666666666
A097_3,A097,3,70.83,where,1.398236,Late,0.39791666666666653
A097_4,A097,4,144.85,where,0.09293376,Late,3.482083333333333
A098_1,A098,1,1.0,where,1.2332599,Early,0.041666666666666664
A098_2,A098,2,25.77,where,0.124569714,Early,1.07375
A098_3,A098,3,78.84,where,1.8836641,Late,0.7316666666666668
A098_4,A098,4,146.29,where,-0.25345454,Late,3.542083333333333
A099_1,A099,1,1.0,where,0.98465896,Early,0.041666666666666664
A099_2,A099,2,28.75,where,1.6855251,Early,1.1979166666666667
A099_3,A099,3,78.57,where,-0.1633312,Late,0.7204166666666664
A099_4,A099,4,143.51,where,1.700053,Late,3.4262499999999996
A100_1,A100,1,1.0,where,0.071672395,Early,0.041666666666666664
A100_2,A100,2,31.14,where,0.92748773,Early,1.2975
A100_3,A100,3,75.34,where,-0.055530354,Late,0.5858333333333334
A100_4,A100,4,146.8,where,-0.30008048,Late,3.563333333333334
A101_1,A101,1,1.0,where,-0.092041075,Early,0.041666666666666664
A101_2,A101,2,29.12,where,-0.5277873,Early,1.2133333333333334
A101_3,A101,3,75.21,where,-2.0716639,Late,0.5804166666666664
A101_4,A101,4,150.22,where,-0.43890226,Late,3.705833333333333
A102_1,A102,1,1.0,where,0.5380321,Early,0.041666666666666664
A102_2,A102,2,29.13,where,1.4003558,Early,1.2137499999999999
A102_3,A102,3,75.27,where,-0.11243695,Late,0.5829166666666664
A102_4,A102,4,150.41,where,-0.18532655,Late,3.7137499999999997
A103_1,A103,1,1.0,where,2.0061154,Early,0.041666666666666664
A103_2,A103,2,27.26,where,-1.3020405,Early,1.1358333333333335
A103_3,A103,3,80.24,where,-1.0032907,Late,0.7899999999999997
A103_4,A103,4,149.72,where,-1.2342285,Late,3.685
A104_1,A104,1,1.0,where,1.1866283,Early,0.041666666666666664
A104_2,A104,2,22.6,where,0.25088784,Early,0.9416666666666668
A104_3,A104,3,72.62,where,0.79617465,Late,0.47250000000000014
A104_4,A104,4,145.78,where,-2.003239,Late,3.5208333333333335
A105_1,A105,1,1.0,where,0.06683385,Early,0.041666666666666664
A105_2,A105,2,22.77,where,0.78028667,Early,0.94875
A105_3,A105,3,69.46,where,-0.23026451,Late,0.34083333333333304
A105_4,A105,4,146.2,where,-0.18998921,Late,3.5383333333333327
A106_1,A106,1,1.0,where,1.1013302,Early,0.041666666666666664
A106_2,A106,2,22.64,where,0.22918367,Early,0.9433333333333334
A106_3,A106,3,66.08,where,0.33702385,Late,0.19999999999999987
A106_4,A106,4,147.13,where,0.32212293,Late,3.577083333333333
A107_1,A107,1,1.0,where,-0.43790054,Early,0.041666666666666664
A107_2,A107,2,26.22,where,-1.2888134,Early,1.0925
A107_3,A107,3,71.45,where,-1.1629169,Late,0.42375000000000007
A107_4,A107,4,145.95,where,-0.9548427,Late,3.527916666666666
A108_1,A108,1,1.0,where,0.059862196,Early,0.041666666666666664
A108_2,A108,2,27.61,where,-1.1226027,Early,1.1504166666666666
A108_3,A108,3,68.96,where,0.17702931,Late,0.3199999999999997
A108_4,A108,4,152.12,where,-0.6276696,Late,3.785
A109_1,A109,1,1.0,where,-0.06944235,Early,0.041666666666666664
A109_2,A109,2,24.65,where,-0.7778673,Early,1.0270833333333333
A109_3,A109,3,71.17,where,-0.21963817,Late,0.41208333333333336
A109_4,A109,4,149.87,where,-0.5637801,Late,3.69125
A010_1,A010,1,1.0,when,-0.17765257,Early,0.041666666666666664
A010_2,A010,2,21.9,when,0.93832767,Early,0.9125
A010_3,A010,3,80.88,when,-0.9739057,Late,0.8166666666666664
A010_4,A010,4,145.31,when,1.871051,Late,3.50125
A011_1,A011,1,1.0,when,-0.87433934,Early,0.041666666666666664
A011_2,A011,2,24.57,when,-0.058419585,Early,1.02375
A011_3,A011,3,72.55,when,-0.8499943,Late,0.4695833333333332
A011_4,A011,4,148.85,when,-1.3117768,Late,3.6487499999999997
A012_1,A012,1,1.0,when,0.54212606,Early,0.041666666666666664
A012_2,A012,2,25.6,when,0.98654366,Early,1.0666666666666667
A012_3,A012,3,166.33,when,-0.14200869,Late,4.377083333333334
A012_4,A012,4,166.87,when,-0.22229785,Late,4.399583333333333
A013_1,A013,1,1.0,when,0.6873682,Early,0.041666666666666664
A013_2,A013,2,24.77,when,-1.474323,Early,1.0320833333333332
A013_3,A013,3,79.66,when,0.9125496,Late,0.7658333333333331
A013_4,A013,4,147.13,when,-0.61906606,Late,3.577083333333333
A014_1,A014,1,1.0,when,0.1954307,Early,0.041666666666666664
A014_2,A014,2,25.66,when,0.6957203,Early,1.0691666666666666
A014_3,A014,3,70.56,when,-0.86335623,Late,0.3866666666666667
A014_4,A014,4,148.87,when,-1.5872245,Late,3.6495833333333336
A015_1,A015,1,1.0,when,1.7388352,Early,0.041666666666666664
A015_2,A015,2,23.69,when,-0.6865287,Early,0.9870833333333334
A015_3,A015,3,70.59,when,0.65949905,Late,0.38791666666666674
