UID,test,composite_ID,TSVR_hours,z_theta_accuracy,z_theta_confidence,calibration
A070,T3,A070_T3,81.92,-0.4671047297277567,-0.8302500338862381,-0.3631453041584814
A070,T4,A070_T4,149.2,-1.1156370144749588,-0.8487278530502596,0.2669091614246992
A071,T1,A071_T1,1.0,1.1588739821588454,1.307408947854615,0.14853496569576952
A071,T2,A071_T2,30.92,0.41780667701724616,-0.8918130024135336,-1.3096196794307797
A071,T3,A071_T3,79.96,-0.9196108949496189,-1.7602829939182636,-0.8406720989686447
A071,T4,A071_T4,153.27,0.14834420169519938,-0.07783882600181892,-0.2261830276970183
A072,T1,A072_T1,1.0,1.012761717563483,1.270682423103703,0.25792070554021995
A072,T2,A072_T2,33.76,0.3899725647651228,1.3410071134934596,0.9510345487283367
A072,T3,A072_T3,83.54,-0.9454397898452223,-0.38516042099380043,0.5602793688514218
A072,T4,A072_T4,154.89,-0.15351201701146522,-0.03416658610839168,0.11934543090307353
A073,T1,A073_T1,1.0,0.9204750241204179,-0.26479148012883585,-1.1852665042492538
A073,T2,A073_T2,66.66,-0.5222500396641933,-0.6224359004111151,-0.10018586074692182
A073,T3,A073_T3,66.9,-0.026528556926852256,-0.5099557297658628,-0.48342717283901054
A073,T4,A073_T4,140.12,1.027320973541694,-0.7209804141020301,-1.748301387643724
A074,T1,A074_T1,1.0,1.2002191165859561,1.223488889108931,0.023269772522974908
A074,T2,A074_T2,29.33,-0.17996180343814405,0.3537626011275591,0.5337244045657031
A074,T3,A074_T3,73.02,-0.9097155500505334,-0.4634807172295888,0.4462348328209446
A074,T4,A074_T4,147.21,-1.2171817841225345,-0.60583877872334,0.6113430053991945
A075,T1,A075_T1,1.0,0.5042729307898278,0.2619895559788032,-0.24228337481102463
A075,T2,A075_T2,28.68,0.5200239696932436,0.45630192573329215,-0.06372204395995146
A075,T3,A075_T3,71.37,-1.6439688640715862,-0.07345538942224775,1.5705134746493383
