UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A087,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0.5,1,0.5,0,1,1,1,1,1,0,1,0,0.25,1,0,1,0.5,0,0.5,0,1,0.5,0,0,0.5,0.5,0,0.5,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.5,1,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.25,0.25,1,0,0,0,0.5,0.5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.6,0.4,1,1,1,1,0.2,1,0.6,1,1,1,1,1,0.6,1,0.2,0.2,0.4,0.4,1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.4,0.4,0.4,1,1,1,1,1,1,1,0.4,1,1,1,1,1,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1,0.8,0.4,1,0.4,0.8,1,1,1,0.8,1,1,1,1,1,1,0.4,1,0.2,0.2,0.6,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,144.2,70,245,363,60,212,139,0.32,5,0.31,0,-0.5,1,"1 coffee at 11am, now 3pm",1,"nan, ",Yes,"nan, ",0,0,No,"nan, ",0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Unsure,"Yes, visual imagery","nan, ","wow, i found this really interesting, watching how my memory worked. I had absolutely no idea of the order of picking up any of the objects. I felt my memory was pretty good in remembering or identifying the objects in the rooms, but not so good on remembering the objects on the pillars. I could also recall placing more objects within the rooms, and less recall of object positioning and placement within the antechamber. I feel the questions asked during virtual reality experinece to describe the wall and floor coverings encouraged me to remember them, and meant that I was surprised that i had little memory of the positing of the """"fixtures"""" of the doors and windows, while I feel i was much better at the furniture. also, in the VR experiences as to where I placed the objects in the antechamber, I nearly always answered, """"in the centre, near where the lines crossed"""" whereas i would have done better saying I have put it at the back of pillar number 2.
Anyway, hope you get some conclusive results from your study,
Many thanks for involving me.
Sue Wensor"
A088,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.5,1,0,1,1,0.5,0,0.5,0,0.5,1,0,0.5,0,0.5,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0.5,0.5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,0.5,0.5,1,0,0.8,0.8,0.4,0.8,1,0.6,0.2,1,0.6,0.2,0.8,1,0.2,0.4,0.6,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.6,0.8,1,0.4,1,0.4,0.2,1,0.2,0.4,1,1,0.2,1,0.2,0.4,0.2,0.2,0.2,1,0.2,0.4,0.4,0.4,0.4,0.4,1,0.2,0.6,0.8,1,1,1,0.2,0.6,0.8,1,1,1,0.2,0.6,0.8,1,1,0.4,0.2,0.4,0.4,0.4,1,0.4,0.4,0.6,0.8,0.8,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.6,0.2,0.2,0.4,0.4,1,0.2,1,84,430,1122,73,416,167,0.25,7,0.21,0,-0.5,1,2,0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",No specific strategy,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A088,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0,1,0,0.5,0.5,1,1,0.5,0.5,0,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,0,1,1,1,0.8,1,0.6,0.4,1,1,1,1,0.2,0.8,0.6,0.8,0.4,1,1,1,1,0.2,0.4,0.6,0.4,1,0.8,0.8,1,0.8,0.8,0.2,0.8,0.8,1,1,0.4,0.2,0.2,0.8,1,0.4,0.4,0.2,0.4,0.4,0.6,0.4,0.4,1,1,1,1,1,1,1,1,0.8,1,1,0.8,1,1,0.2,1,1,0.4,1,0.2,0.2,0.4,1,0.4,0.4,0.4,0.4,0.6,0.6,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,0.8,0.8,1,0.4,1,1,0.4,0.8,0.2,0.4,0.4,0.6,0.4,0.4,24.25,49,573,612,62,347,142,0.26,6,0.21,0,0,1,2 CUPS OF COFFEE,0,"nan, ",No,"nan, ",0,0.5,Yes,ELINATED SOME OF THE OBJECTS I REMEMBERED. HAD AN IDEA OF QUESTIONS TO BE ASKED THIS TIME,0.75,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",SPENT MORE TIME VISUALLY THE ROOM THIS TIME
A088,3,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0.5,1,0.5,0,0,1,0,0,1,0,0.5,0,0,1,0.5,0,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0,0.25,0,0,1,0.5,0.5,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0.5,0.5,0,0,0,0,1,0,0.5,0,0.8,0.8,0.8,0.8,1,0.2,0.4,1,1,0.8,0.2,1,0.4,0.4,0.2,0.2,0.8,0.8,0.8,0.8,0.2,0.4,0.4,0.2,1,1,0.8,0.8,0.2,1,0.4,0.6,0.8,0.8,0.2,0.4,0.4,0.4,0.6,0.8,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1,1,1,1,1,1,1,1,1,1,0.2,1,0.6,0.6,1,1,0.4,0.2,0.4,0.4,0.4,1,0.2,0.4,0.2,0.4,0.4,0.8,0.6,0.2,0.2,0.8,0.8,1,1,0.8,1,1,0.4,1,0.8,0.8,0.6,1,0.6,0.4,0.8,0.8,0.2,0.4,0.4,0.4,0.4,0.6,0.2,0.6,0.4,74.91,57,605,904,72,878,239,0.37,8,0.21,0.5,0,1,2 cups coffee,0,"nan, ",No,"nan, ",-0.5,-0.5,Unsure,Eliminated items I was sure were in previous rooms,0.75,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",No specific strategy,"nan, ",No,Unsure,"nan, ","nan, "
A088,4,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0.5,1,1,0,0,0.5,0.5,0,0.5,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0,0.5,0.5,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,0,0,0.5,0,0,0.8,0.8,1,1,1,0.2,0.4,1,1,0.2,1,0.2,1,0.6,0.4,0.4,1,1,1,1,0.2,0.4,0.4,0.4,1,0.6,0.8,1,1,0.2,0.2,1,1,1,1,0.2,0.2,0.6,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.4,1,1,1,0.6,1,0.8,1,0.8,1,0.6,1,0.6,1,1,1,0.6,0.8,0.2,0.8,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.6,0.6,0.6,0.4,0.4,0.8,0.8,1,1,1,1,1,1,0.6,1,0.6,1,1,1,1,1,0.8,1,0.2,1,0.6,0.4,0.4,0.4,0.2,0.2,149.93,54,410,498,43,304,147,0.5,8,0.21,0,-0.5,1,2 CUPS OF COFFEE,0,"nan, ",No,"nan, ",0,0,Unsure,tried to remember items I seen in previous rooms,0.5,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",thinking if I spoke out everything I did and saw on the day it would of helped me remember
A089,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0.5,1,1,1,1,0.25,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.25,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0.25,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.8,0.2,1,1,0.2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.8,1,1,0.6,0.2,0.2,0.6,0.4,0.8,1,0.2,0.2,0.4,0.4,0.6,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,0.4,1,1,0.4,1,0.4,0.4,1,0.6,0.4,0.4,1,0.2,0.6,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.4,0.6,1,0.4,0.2,1,0.4,0.6,0.4,1,0.2,0.4,1,71,357,493,105,343,96,0.27,7,0.21,0,0,1,2 cup of coffee,0,"nan, ",No,"nan, ",0,"nan, ","nan, ","nan, ","nan, ",Where you picked up and put down items,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",i enjoyed the test!!!!
A089,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0.5,1,0,0,1,0.5,0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0,1,1,0,0,0.25,0,0.5,1,0.5,0.5,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.5,1,1,0,0,0.5,0,0.5,1,0.5,0.5,0.5,1,1,1,1,1,0.4,0.6,1,1,1,1,1,0.2,0.6,1,1,1,1,1,1,0.8,0.8,0.6,0.6,1,1,1,1,1,1,1,0.4,1,0.6,0.6,0.4,0.2,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.8,0.4,0.4,1,1,1,1,1,1,1,1,0.8,1,1,1,0.4,0.6,1,0.6,0.6,0.6,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.6,0.8,0.8,0.4,1,0.6,1,1,1,1,0.8,1,0.8,1,1,0.4,1,1,1,0.2,0.4,0.8,0.6,0.6,0.8,0.2,0.6,0.4,1,0.4,0.4,0.2,32.14,65,975,477,111,362,176.33,0.5,9,0.31,0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,-0.5,No,"nan, ",0,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",Tricky test ;)
A089,3,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0.5,1,1,1,0,1,1,0,0.25,1,0,1,0,0,0.5,0,0,0,1,0,1,1,0.5,0,0,0,0,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,0,0,0,0,0,0,1,1,0.5,1,0,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,0,0,0,0,0,0,0,1,1,1,1,1,0.8,0.4,0.2,1,1,0.2,0.2,1,0.8,0.8,0.8,1,1,1,1,0.2,1,0.6,0.4,1,1,1,1,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.6,0.4,0.4,1,0.8,1,1,0.6,0.8,1,0.8,1,1,0.6,0.8,1,0.6,0.8,0.2,0.4,0.2,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0.4,0.8,1,0.6,0.6,0.4,1,1,1,1,0.8,1,1,0.8,1,1,1,0.8,0.8,1,0.6,0.8,0.2,0.6,0.2,0.4,0.4,0.6,0.2,0.4,0.4,0.2,79.34,52,405,485,77,342,285,0.49,8,0.29,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,Yes,Little bit with selection of Pictures,0,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",Pictures were more confusing
A089,4,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.5,1,0.5,1,0.5,0,1,0,1,0.5,1,0,0,0.5,0,0,0,0,0.5,1,1,1,1,1,1,1,0,1,0.5,1,1,1,0,1,0.5,1,0.5,1,0,0.5,0.5,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0,0.5,0,0,0,0.5,1,1,1,1,0.6,1,0.2,1,1,1,1,0.2,0.2,0.8,0.6,0.6,1,1,1,1,1,1,0.4,0.4,1,1,1,0.6,1,0.2,0.2,0.2,0.6,0.6,0.6,0.2,0.2,0.6,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1,0.4,1,0.8,1,1,0.6,0.4,1,0.6,1,1,0.6,0.2,1,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,1,1,0.4,0.4,0.8,0.4,0.8,1,1,1,0.6,1,0.8,0.8,0.2,1,0.6,1,1,0.8,0.4,1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,146.96,50,418,485,69,332,148,0.3,9,0.29,0,0,1,2 cup of coffee,0,"nan, ",No,"nan, ",-1,-0.5,Yes,Remember some objects that were already in previous rooms,0.25,The furniture/fixtures/objects in the room,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",Weird to visualize a Flower vase instead of the lamp
A090,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0.25,0.5,0,0,0.5,0,1,0,0.5,1,0,1,1,0,1,1,1,1,1,0,1,1,0.25,0,1,0,0.5,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,1,0.5,0,1,0,0,0,0,1,0.8,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,0.6,0.2,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.8,0.6,0.6,0.6,0.4,0.4,0.2,0.6,0.4,0.6,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.6,0.4,1,0.2,0.4,0.4,0.6,0.8,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0.8,1,0.6,0.8,1,0.8,0.6,0.6,0.4,0.4,0.4,0.8,0.6,0.6,0.4,0.4,0.2,0.4,0.6,0.4,0.4,0.4,0.4,0.4,1,29,370,625,57,290,118,0.21,6,0.25,0,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A090,2,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0.5,1,0,1,1,1,1,0.5,0.5,0.5,0.5,1,0,0,0,0.5,0.5,0,0.5,0,1,0.5,1,0.5,0.5,0.5,0,1,0,1,1,1,0,1,1,0.5,1,0.25,0.5,1,0.25,1,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0.25,1,1,0,0.25,0,0,0,0,0,0.5,0,0.6,0.6,0.6,0.6,0.6,0.8,0.4,0.2,0.2,0.6,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,1,0.6,1,1,1,0.8,0.8,0.4,0.4,1,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.2,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.6,1,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,23.54,24,484.67,406.67,93,283,112,0.17,7,0.27,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,0,No,"nan, ",0.75,"The furniture/fixtures/objects in the room, The items you picked up",Associating items with personal experiences,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A090,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0.25,0.5,0.5,0.5,0,1,0.5,1,1,0.25,1,0,1,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0.5,0,1,0,0,1,0,1,1,0,0.25,1,1,1,0,0.25,1,1,0,0,0.5,0,0,0.5,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0.5,0,1,0.25,1,0.25,0.5,0,0,0,0,0,0.5,0.5,1,0,0,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.8,0.2,0.6,0.6,0.4,0.6,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,95.42,20,892,243,65,306,126,0.14,6,0.29,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,No,it didnt really assist,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",No specific strategy,"nan, ",No specific strategy,"nan, ",No,Unsure,"nan, ","nan, "
A090,4,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0.5,1,0.5,0.25,0,0,0,0,1,1,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0.5,0,0.5,0,1,1,0.5,0,1,1,0.5,0,1,0,0.5,0,0,0,0,0,1,0.5,1,1,1,1,1,1,1,1,0,0.5,1,0,1,0,0.5,0,0.5,0,0.5,0.25,0.5,0,1,0,0.5,0,0.4,0.6,0.2,0.6,0.4,0.4,0.4,0.2,0.2,0.4,0.6,0.2,0.4,0.2,1,0.2,0.4,0.8,0.4,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,144.07,23,192,352,45,253,88,0.13,4,0.33,-1,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,No,"nan, ",0.25,The location of furniture/fixtures/objects,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
