UID,TEST,TQ_RFR-N-OBJ1,TQ_RFR-N-OBJ2,TQ_RFR-N-OBJ3,TQ_RFR-N-OBJ4,TQ_RFR-N-STRA,TQ_RFR-N-PORT,TQ_RFR-N-LAND,TQ_IFR-N-i1,TQ_IFR-N-i2,TQ_IFR-N-i3,TQ_IFR-N-i4,TQ_IFR-N-i5,TQ_IFR-N-i6,TQ_RFR-O-RORD,TQ_RFR-O-TMOD,TQ_RFR-N-WEAT,TQ_RFR-L-OBJ1,TQ_RFR-L-OBJ2,TQ_RFR-L-OBJ3,TQ_RFR-L-OBJ4,TQ_RFR-L-DOOR,TQ_RFR-L-WIND,TQ_RFR-L-PORT,TQ_RFR-L-LAND,TQ_RFR-L-STRA,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i4,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IFR-D-i1,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i4,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-O-i1,TQ_IFR-O-i2,TQ_IFR-O-i3,TQ_IFR-O-i4,TQ_IFR-O-i5,TQ_IFR-O-i6,TQ_TCR-O-TSK1,TQ_TCR-O-TSK2,TQ_TCR-O-TSK3,TQ_TCR-O-TSK4,TQ_TCR-O-TSK5,TQ_TCR-O-TSK6,TQ_ICR-N-i1,TQ_ICR-N-i2,TQ_ICR-N-i3,TQ_ICR-N-i4,TQ_ICR-N-i5,TQ_ICR-N-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-O-i1,TQ_ICR-O-i2,TQ_ICR-O-i3,TQ_ICR-O-i4,TQ_ICR-O-i5,TQ_ICR-O-i6,TQ_RRE-L-DOOR,TQ_RRE-L-WIND,TQ_RRE-N-LAND,TQ_RRE-L-LAND,TQ_RRE-N-PORT,TQ_RRE-L-PORT,TQ_RRE-N-STRA,TQ_RRE-L-STRA,TQ_IRE-N-i1,TQ_IRE-N-i2,TQ_IRE-N-i3,TQ_IRE-N-i4,TQ_IRE-N-i5,TQ_IRE-N-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i4,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-O-i1,TQ_IRE-O-i2,TQ_IRE-O-i3,TQ_IRE-O-i4,TQ_IRE-O-i5,TQ_IRE-O-i6,TC_RFR-N-OBJ1,TC_RFR-N-OBJ2,TC_RFR-N-OBJ3,TC_RFR-N-OBJ4,TC_RFR-N-STRA,TC_RFR-N-PORT,TC_RFR-N-LAND,TC_IFR-N-i1,TC_IFR-N-i2,TC_IFR-N-i3,TC_IFR-N-i4,TC_IFR-N-i5,TC_IFR-N-i6,TC_RFR-O-RORD,TC_RFR-O-TMOD,TC_RFR-N-WEAT,TC_RFR-L-OBJ1,TC_RFR-L-OBJ2,TC_RFR-L-OBJ3,TC_RFR-L-OBJ4,TC_RFR-L-DOOR,TC_RFR-L-WIND,TC_RFR-L-PORT,TC_RFR-L-LAND,TC_RFR-L-STRA,TC_IFR-U-i1,TC_IFR-U-i2,TC_IFR-U-i3,TC_IFR-U-i4,TC_IFR-U-i5,TC_IFR-U-i6,TC_IFR-D-i1,TC_IFR-D-i2,TC_IFR-D-i3,TC_IFR-D-i4,TC_IFR-D-i5,TC_IFR-D-i6,TC_IFR-O-i1,TC_IFR-O-i2,TC_IFR-O-i3,TC_IFR-O-i4,TC_IFR-O-i5,TC_IFR-O-i6,TC_TCR-O-TSK1,TC_TCR-O-TSK2,TC_TCR-O-TSK3,TC_TCR-O-TSK4,TC_TCR-O-TSK5,TC_TCR-O-TSK6,TC_ICR-N-i1,TC_ICR-N-i2,TC_ICR-N-i3,TC_ICR-N-i4,TC_ICR-N-i5,TC_ICR-N-i6,TC_ICR-U-i1,TC_ICR-U-i2,TC_ICR-U-i3,TC_ICR-U-i4,TC_ICR-U-i5,TC_ICR-U-i6,TC_ICR-D-i1,TC_ICR-D-i2,TC_ICR-D-i3,TC_ICR-D-i4,TC_ICR-D-i5,TC_ICR-D-i6,TC_ICR-O-i1,TC_ICR-O-i2,TC_ICR-O-i3,TC_ICR-O-i4,TC_ICR-O-i5,TC_ICR-O-i6,TC_RRE-L-DOOR,TC_RRE-L-WIND,TC_RRE-N-LAND,TC_RRE-L-LAND,TC_RRE-N-PORT,TC_RRE-L-PORT,TC_RRE-N-STRA,TC_RRE-L-STRA,TC_IRE-N-i1,TC_IRE-N-i2,TC_IRE-N-i3,TC_IRE-N-i4,TC_IRE-N-i5,TC_IRE-N-i6,TC_IRE-U-i1,TC_IRE-U-i2,TC_IRE-U-i3,TC_IRE-U-i4,TC_IRE-U-i5,TC_IRE-U-i6,TC_IRE-D-i1,TC_IRE-D-i2,TC_IRE-D-i3,TC_IRE-D-i4,TC_IRE-D-i5,TC_IRE-D-i6,TC_IRE-O-i1,TC_IRE-O-i2,TC_IRE-O-i3,TC_IRE-O-i4,TC_IRE-O-i5,TC_IRE-O-i6,TSVR,seconds-taken-to-complete-rfr,seconds-taken-to-complete-ifr,seconds-taken-to-complete-tcr,seconds-taken-to-complete-icr,seconds-taken-to-complete-rre,seconds-taken-to-complete-ire,time-been-awake-today,hours-slept-night-before,time-woke-up,sleep-quality--1=bad-1=good,tiredness--1=tired-1=alert,consumed-stimulants,what-stimulants,consumed-intoxicants,what-intoxicants,anyone-helping-you,who-is-helping,strategy-1,strategy-2,strategy-3,strategy-4,strategy-5,strategy-6,strategy-7,strategy-8,strategy-9,strategy-10,strategy-11,strategy-12,strategy-13,strategy-14
A013,3,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0.5,0,1,0.5,1,0,1,0.5,1,0.5,1,0,1,0,0,0.5,0.5,0,1,0.5,0.5,0,0.5,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0.5,1,1,1,0.25,1,0,0,1,1,0.5,1,0,0.5,0,0.5,0.5,1,0,1,1,0,1,1,0,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,0,0,1,0.5,0.5,1,0.5,1,1,1,0.8,0.2,0.8,0.4,0.2,1,0.2,1,0.8,0.6,0.6,0.2,0.6,0.4,0.6,0.8,1,0.8,1,0.4,0.2,0.6,0.6,0.4,0.2,0.8,1,0.4,0.2,0.2,0.2,0.2,1,0.8,0.2,0.2,0.2,0.6,0.6,0.2,0.2,0.2,0.8,0.4,1,0.4,0.8,1,1,0.2,1,1,0.8,1,1,0.2,1,0.6,1,0.4,0.2,0.2,1,0.8,0.4,0.6,0.4,0.2,0.8,0.4,0.4,0.4,0.4,0.4,1,0.4,0.6,0.2,0.6,0.8,1,0.8,1,1,1,1,1,0.2,1,0.6,1,0.2,0.8,0.2,1,0.6,0.2,1,0.6,0.4,1,0.6,0.6,0.2,79.66,38,284,265,47,215,81,0.7,5,0.31,0,-0.5,1,1 cup of coffee,0,"nan, ",No,"nan, ",-1,-1,Yes,I could eliminate objects in my head,0,The items you picked up,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",Yes,Unsure,"nan, ","nan, "
A013,4,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.5,0,1,0,0,0.25,0,0.25,0.25,0,0.5,1,0,0,0.5,0,1,0.5,0,0,1,0,1,1,1,1,1,0,0,0,0.25,0.5,1,0.5,0,1,0,0.5,0.5,1,0.25,0.5,0,0.5,0.5,0.5,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,1,0.25,1,1,0,0.5,1,1,1,0.5,0,1,0,1,0.5,0.6,0.6,0.8,0.6,0.4,1,0.8,0.8,0.6,0.4,0.8,0.6,0.2,0.6,0.2,0.6,0.6,0.4,0.6,0.6,0.4,0.6,1,0.6,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.4,0.6,0.2,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,1,0.6,0.8,0.2,0.4,0.4,0.2,0.2,0.8,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.4,0.6,0.4,1,0.6,0.8,0.4,1,0.6,0.8,1,0.2,1,0.4,0.2,0.4,1,0.2,0.6,0.6,0.6,0.2,0.4,0.2,0.6,0.8,0.2,0.4,0.4,0.2,0.2,147.13,38,239,270,72,293,83,0.47,6,0.35,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,Unsure,I could eliminate objects in my head,0,The order you completed items and tasks,No specific strategy,"nan, ",No specific strategy,"nan, ",Yes,Unsure,"nan, ","nan, "
A014,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,0,0,0,0,1,0.5,0,1,0,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0.5,1,0,0.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.5,1,1,0.25,0,0.5,0.5,1,0.5,1,1,1,1,1,1,1,0.6,0.2,0.2,1,1,0.2,1,1,1,0.8,1,1,1,1,1,1,1,0.8,1,1,1,0.4,0.6,0.8,0.2,0.8,1,0.8,0.8,0.8,0.2,1,0.8,0.4,0.2,0.8,0.2,0.8,0.6,0.6,1,1,1,1,0.8,1,1,1,1,1,0.8,1,1,1,0.8,0.6,0.8,1,1,1,1,0.6,0.8,1,1,0.4,0.4,1,1,0.8,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.6,0.6,0.8,1,1,1,0.4,0.4,0.8,1,0.6,0.8,1,53,358,778,130,308,102,0.25,9,0.38,0.5,0.5,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up, Where you picked up and put down items, The order you completed items and tasks",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,Unsure,"nan, ","nan, "
A014,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.5,0,0,0,0.5,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.5,1,0,0,0.5,0,0.5,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,1,0,0,1,0,0,0,0.5,1,1,0.8,0.8,0.8,1,0.6,0.6,1,1,0.2,1,1,1,1,0.6,0.8,1,1,1,1,1,1,0.8,0.6,1,0.8,1,1,0.4,0.2,0.8,1,0.6,0.8,0.4,0.2,0.8,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.4,0.4,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.6,0.8,1,0.6,0.6,0.8,0.8,0.4,0.6,0.6,0.6,1,0.6,0.8,0.8,0.8,0.6,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,0.8,0.6,1,1,0.6,0.6,0.6,0.6,0.8,0.6,0.6,25.66,47,373,484,140,255,97,0.28,10,0.42,-0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",0,0,Yes,"I knew what kinds of questions i would be asked, as well as conventions for layout descriptions of rooms",0.25,"The items you picked up, Where you picked up and put down items","No specific strategy, Visualising the room layout","nan, ","No specific strategy, Visualising the room layout","nan, ",No,Unsure,"nan, ","nan, "
A014,3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1,0,0,0.5,0.25,0.5,0,0.25,0.25,1,0.5,0,1,1,0.5,0,0,0.5,1,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0.5,0.5,0,0,0.25,1,0.5,0,1,1,0.5,1,0.5,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0.25,0.5,0.5,0,0,0.25,1,0.5,0,1,0.5,0.5,0,1,1,1,1,1,1,0.8,0.8,0.4,1,0.2,0.6,0.2,1,0.8,0.8,1,1,1,1,1,1,1,0.4,1,1,0.4,1,0.4,0.4,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.6,0.4,0.4,0.2,0.8,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,0.8,0.4,0.8,0.6,0.8,0.6,0.4,0.6,1,0.6,0.4,0.8,0.8,0.6,0.6,1,1,0.6,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.6,0.6,0.6,0.2,0.4,0.8,0.8,0.4,0.6,1,0.4,0.8,0.8,70.56,21,179,428,63,230,77,0.32,5,0.25,-0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",0,-0.5,Yes,"I knew what kinds of questions i would be asked, as well as conventions for layout descriptions of rooms",0.25,The furniture/fixtures/objects in the room,No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A014,4,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0.25,1,1,0,1,0.25,0.5,0.5,1,0,0,0,0,0.5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.25,1,0.25,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0.25,1,0.25,1,0.5,0.5,1,1,1,0,0,0,0,0.5,0.5,0,0,0,1,1,1,1,0.2,0.4,1,0.2,1,0.2,1,0.4,1,1,1,1,1,1,1,1,1,0.8,0.6,0.6,0.8,1,0.6,0.4,0.2,0.8,0.2,0.4,0.2,0.2,0.2,0.8,0.2,0.2,0.8,0.2,0.2,0.6,0.2,0.8,0.6,0.6,1,0.6,1,0.6,1,0.8,1,0.8,1,0.6,0.8,0.8,1,0.6,1,0.6,0.8,0.4,0.6,0.6,0.6,0.4,0.6,0.4,0.8,0.4,0.6,1,0.8,1,0.6,0.8,0.6,1,0.6,0.8,1,0.6,1,0.8,1,0.8,1,0.8,1,0.8,1,0.6,0.8,0.6,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.4,0.6,148.87,45,268,460,79,200,86,0.42,8,0.42,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,No,they informed me of the process of questions,0.25,The location of furniture/fixtures/objects,Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A015,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,0.25,1,1,0,0.5,1,0.5,1,1,0.5,1,1,0,0.5,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,0,1,1,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.2,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,0.6,1,1,1,0.4,0.6,1,1,1,0.6,0.2,0.2,0.4,1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.6,1,1,0.6,1,1,0.2,0.2,0.2,0.2,0.2,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,1,51,183,297,54,177,57,0.37,4,0.23,0,0,1,1 cup of tea,0,"nan, ",No,"nan, ",0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A015,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,0.5,0.25,1,0,1,0.25,0.5,0,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0.5,0.5,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,0,0.5,0.5,0,0.5,0.5,1,0,1,1,1,1,1,0.6,1,1,0.6,1,1,1,0.2,1,1,0.6,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,1,1,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,1,0.2,0.2,0.2,0.2,1,0.6,1,1,1,1,0.6,1,1,1,0.8,1,0.6,0.2,0.6,1,0.2,0.4,1,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,0.2,0.2,1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.69,41,703,143,60,172,93,0.3,7,0.29,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",0,0,No,-,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A015,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0.25,0,0,0.5,0.5,0,1,1,0,0,0.5,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0.5,1,0.5,0.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.5,0,0.5,0.5,0.6,1,0.6,1,1,0.8,0.6,1,1,1,1,0.2,1,1,0.2,0.6,1,1,1,1,0.4,1,1,0.4,0.8,1,1,1,1,1,0.6,0.4,0.4,0.4,0.4,1,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.6,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,1,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,70.59,28,157,238,34,204,61,0.25,6,0.29,0,0,1,1 cup of coffee,0,"nan, ",No,"nan, ",-0.5,-0.5,No,-,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects, The order you completed items and tasks",No specific strategy,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A015,4,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0.5,1,0.25,1,0,1,0.25,1,0,0,1,0.5,0.5,0,1,1,0.5,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0.5,0.5,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,0.5,1,1,1,0.5,1,0.5,1,0,0,0,1,1,0,1,0.5,1,1,1,1,1,1,1,0.2,1,0.2,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,1,0.2,0.6,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.6,0.6,0.6,0.6,1,0.2,1,0.6,1,1,1,0.2,1,0.6,1,1,1,0.2,0.2,0.6,0.4,0.4,0.6,0.2,0.2,0.2,0.6,0.6,0.2,1,0.6,1,1,1,0.6,0.6,1,1,1,1,1,1,1,0.2,1,1,1,1,1,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,146.54,53,126,274,31,150,61,0.52,3,0.19,-1,-0.5,1,1 cup of coffee,0,"nan, ",No,"nan, ",0,0.5,No,-,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",No specific strategy,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A016,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0.5,1,1,0,0,1,1,1,0.5,0.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.25,0.5,1,1,0.5,0,0.5,1,0.5,0.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.5,1,1,0.5,0,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,1,0.8,0.4,0.8,0.8,0.8,1,0.6,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.6,0.8,0.4,1,0.6,0.8,0.8,1,0.8,1,0.6,0.4,0.4,0.8,0.6,0.2,0.6,0.4,0.2,0.2,0.2,1,0.6,0.4,0.4,0.4,0.8,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.4,1,1,0.4,0.8,0.8,0.4,0.6,0.6,1,0.4,0.2,0.6,0.6,0.6,0.4,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4,0.8,1,0.4,0.8,1,0.4,0.6,0.4,0.4,0.4,0.2,1,41,236,271,61,152,75,0.17,7,0.27,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-0.5,"nan, ","nan, ","nan, ","nan, ","The furniture/fixtures/objects in the room, The items you picked up",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","It found remembering objects/furnitures, etc much easier compared to where they were or where I put them. It was even difficult to remember the order."
A016,2,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0.5,0,0,1,1,0.5,1,1,1,0,1,0.5,1,0,1,0,0.5,1,0.5,0.5,0,0,1,0.5,0.5,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0.5,1,0,0.5,1,0.5,0,0,0.5,0,0,0.5,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,1,1,0.5,0,1,1,1,0,1,1,1,1,1,0.8,0.6,0.8,0.2,1,0.8,0.8,0.2,0.8,0.4,0.2,1,1,1,1,0.4,0.4,0.4,0.4,1,1,0.8,1,0.4,0.4,0.4,0.4,0.8,1,0.8,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0.6,0.8,0.6,1,1,1,0.8,1,1,1,0.8,1,0.4,1,0.6,0.8,0.6,0.4,0.6,1,0.8,0.6,1,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.4,0.8,0.4,0.8,0.4,0.6,1,0.6,0.8,0.4,1,1,1,0.8,0.2,1,0.8,1,0.6,0.4,0.2,1,0.8,1,1,0.2,0.2,0.8,0.4,0.4,0.2,32.85,39,289,287,50,155,102,0.54,7,0.27,0,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,Yes,I was able to eliminate the items from bedroom and decide on which ones might be in the bathroom,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","I found this test much difficult that the previous one and I also found that my answers to questions in previous sections could be affecting my answers to the next questions, especially with the order of picking up/putting down items in the bathroom."
A016,3,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0.5,0.5,0,0.25,1,0.25,0,1,0,0,0,1,0,0,1,0.5,0,0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,0,0.5,1,1,0.5,0,0,0.25,0,0,0.5,0,0.5,0,1,0,1,1,1,1,1,0,0,0.5,1,1,0,0,1,1,1,0.5,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0.8,1,0.8,0.8,0.4,0.6,0.6,0.6,0.8,0.6,0.8,0.8,0.8,0.8,0.4,0.6,0.8,0.8,0.8,0.8,0.6,0.8,0.4,0.2,0.8,0.8,0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.4,0.4,0.8,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.8,0.6,0.4,0.4,0.8,1,0.8,1,1,0.4,0.8,1,0.6,1,0.6,0.4,0.8,0.8,0.8,0.4,0.8,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.6,1,0.6,1,0.6,0.6,0.6,1,1,1,0.4,1,1,1,1,1,0.2,0.8,1,0.4,0.4,1,0.4,0.6,0.4,0.2,0.6,0.2,0.2,0.2,0.2,80.64,35,247,158,36,135,71,0.51,9,0.29,0.5,-0.5,0,"nan, ",0,"nan, ",No,"nan, ",-1,-0.5,No,They actually didn't help and I found myself getting confused between the objects from previous and current tests.,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ","nan, "
A016,4,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0.5,1,1,0.5,1,1,1,0,0.5,0.25,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,1,1,0,1,1,0,1,0.5,0.5,0.25,0,0.5,1,0.5,0,0.5,0.25,0,0,0,0,0.5,0,0,0.5,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0,1,1,0.5,1,0.5,0.25,0,0,0,0.5,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.4,0.4,0.4,0.6,0.6,0.6,1,1,1,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.8,0.2,0.4,0.2,0.2,0.2,0.2,0.8,0.6,0.6,0.4,0.8,1,0.6,0.2,0.6,0.4,0.6,0.8,0.4,0.2,0.2,0.6,0.4,1,0.4,0.2,0.2,1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.6,0.4,1,0.8,0.8,0.8,0.8,0.8,0.2,0.8,0.8,0.8,0.6,0.8,0.4,0.8,0.8,0.6,0.8,0.4,0.6,1,0.6,0.4,0.2,0.2,0.2,0.2,0.4,0.2,150.8,22,119,163,28,100,56,0.37,9,0.35,0.5,0,0,"nan, ",0,"nan, ",No,"nan, ",-1,-1,No,The previous tests did not help and I found myself confusing the objects and layout on this test with previous tests.,0.25,"The furniture/fixtures/objects in the room, The location of furniture/fixtures/objects",Visualising the room layout,"nan, ",Visualising the room layout,"nan, ",No,"No, I did not apply any mnemonic techniques","nan, ",I found it much more difficult to remember the objects and their placements over the days and seemed to jumble them together with the other rooms.
